"“I love you,” he said. “I love you,” she said. “I love you.”

The words were spoken in a whisper, but they echoed in the room.

“I love you.” “I love you.’

The words were spoken in unison, but they were not the same.

“I love…” “I love…”

The words were the same, but they were not spoken in unison.

“I love.” “I love",1
"“I am not afraid of the dark. I am afraid of what is in the dark.”

“I am not scared of the dark. I am scared of what is in the dark. I am scared of the things that are in the dark. I am scared that I might see something that I do not want to see. I am scared that I might hear something that I do not want to hear. I am scared that I might feel something that I do not want to feel. I am scared that I might smell something that I do not want to smell.",1
"I have a friend who has a friend who has a friend who is a very successful writer. He’s written a book that’s been published and he’s written a screenplay that’s been optioned. He’s written a play that’s been produced. He’s written a screenplay that was made into a movie. He’s written a movie that was made into a TV series. He’s written a TV series that was made into a movie.

He’s written a movie that’s been made into a Broadway musical.",0
"I love you.

I love you.
I love you.

You love me.

You love me. You love me.",1
"I love you, I love you, I love you. I love you so much that I am afraid. I am afraid that I will lose you. I am afraid that you will leave me. I am afraid that I will never see you again. I am afraid that I will die before I get to tell you how much I love you. I am afraid that I will be the cause of your death. I am afraid that I will not be able to protect you. I am afraid that I am not good enough for you. I am afraid that you are not good enough for me.",1
"The boy was a stranger to her. She had never seen him before. He was a handsome young man, with a strong, muscular body. He had a broad chest and a strong back. He was tall and had a long, thick neck. His hair was black and wavy. His eyes were brown and full of fire. He had a long, pointed nose and a firm chin. He was a handsome young man.

She was a beautiful young woman. She had long, black hair. Her eyes were brown and full of fire, like his. She had a long, pointed nose and firm chin.",1
"“I’m not sure I’m ready for this,” she said.

“You’re ready,” he said.

“I’ve never been ready for anything in my life.”

“You’ll be fine.”

“I’ll be fine?”

“You will be fine.”

She took a deep breath. “I’m scared.”

“Of what?”

“Of you.",1
"“Love is a dangerous thing. It will crush you if you trust it. But without it you can never be whole. Love crucifies, but love saves. We will either be saved together with love, or damned alone without it.”

“I have loved the stars too fondly to be fearful of the night.”

“Love is a temporary madness. It erupts like an earthquake and then subsides. And when it subsides you have to make a decision. You have to work out whether your roots have so entwined together that it is inconceivable that you",1
I am afraid of love. I am afraid of the way it makes me feel. I am afraid of the way I feel when I am not in love. I am afraid of the person I become when I am in love. I am afraid of how much I love you. I am afraid of how much you love me. I am afraid of how much we love each other. I am afraid of how much love we have for each other. I am afraid of the way we love each other. I am scared of the way we love each other so much. I am afraid of the way you love me. ,1
"Love is like a drug. It makes you feel like you’re the only person in the world. It makes you feel like you can do anything. It makes you feel like you are invincible. It makes you feel like you could take on the world. It makes you feel so good that you don’t want to feel anything else. It makes you feel like you have everything you could ever want. It makes you feel like you don’t need anything else. It makes you feel so good, that you don’t want it to end.",1
