"a young man and a young woman, both passionate about literature, meet at university and fall in love. The young man is forced to leave his beloved by his family, and the young woman is forbidden by her parents to marry him. The young man dies from a terrible accident, and the young woman is left with nothing but her love for him.",1
"""A young man and a young woman meet and fall in love; the young woman gets pregnant; the young man marries the young woman; the young woman dies; the young man weeps for a long time.""",1
"they are married, happy for a while, have problems, break up, get back together, and then someone dies.",1
"_The Tempest_... If it were possible to write a story about men with the ""Comedy"" plot, _The Merry Wives of Windsor_ would be a very good example: _The Comedy of Errors_ is also a good example. Keep in mind that Shakespeare loved an audience who was laughing, especially at the jokes. If the audience is laughing, the play is a comedy, and if they are crying, it is a tragedy. Just remember that the audience was not there to be educated or enlightened; they were there to be entertained. After all, Shakespeare was not writing for the University but for the illiterate masses. So in order to write a Shakespeare text that would be a comedy, there would need to be lots of jokes, and in order to write a Shakespeare text that would be a tragedy, there would need to be lots of tears. And there are many tears in _The Tempest_ , as well as many laughs. _The Tempest_ is a story that is not so much about a man and a woman as it is about a man and a sea god. It is a story that is also about a parent and a child. The father is the sea god, and the mother",0
"1. Choose persons ""who have to do something"". 2. Choose persons ""who have to do something that they are not good at"". 3. Write a story with an ""if-then-else"" plot. 4. Write a story with a ""big event that has consequences"". 5. Write a story with ""two or more persons who are connected by a secret"". 6. Write a story with ""a stranger who comes to a place and changes people's lives"". 7. Write a story with ""two or more people who are connected by a bond that is very strong"". 8. Write a story with ""two or more people who have to do something that they are not good at"". 9. Write a story with ""an ending that is not what it was expected"". 10. Write a story with ""two or more persons who are connected by a secret"". 11. Write a story with ""a stranger who comes to a place and changes people's lives"". 12. Write a story with ""two or more people who are connected by a bond that is very strong"". 13. Write a story with """,0
"something that happens to them that will be remembered in history. The two of them must have a child together. ""You're a liar,"" Jane said. ""You're not English. This is a lie."" The Englishwoman didn't answer. ""A nor'wester,"" Jane said. ""That's what you are. You think you're English but you're not. You're a nor'wester!"" ""My life may be in danger,"" the Englishwoman said. ""But I have no wish to hurt you."" ""So you were going to kill me,"" Jane said. ""You've already killed me,"" the Englishwoman said. ""I am dead. I was dead long before you came."" ""You don't have to kill me,"" Jane said. ""I'll only tell the story. I'll tell the story and then I'll go back to England. I'll tell the story and no one will ever know I was here."" ""You have to tell it,"" the Englishwoman said. ""You have to tell it."" ""Tell it to who?"" Jane said. ""I don't know who to tell."" ""You have",1
"The main character is passed over for a promotion or is rejected by a woman. Write a story in which the main character is a stranger to a lonely, isolated village. Write a story in which a person is ostracized for being different from others. Write a story in which a person is rejected for being different from others. Write a story in which a person is ostracized for being different from others. Write a story in which a person is rejected for being different from others. Write a story in which a person is ostracized for being different from others. Write a story in which a person is rejected for being different from others. Write a story in which a person is ostracized for being different from others. Write a story in which a person is rejected for being different from others. Write a story in which a person is ostracized for being different from others. Write a story in which a person is rejected for being different from others. Write a story in which a person is ostracized for being different from others. Write a story in which a person is rejected for being different from others. Write a story in which a person is ostracized for being different from others. Write a story in which a person is rejected for being different",0
"he was too good for her, but he loved her. 5. Write a story where the crime is a ""Crime of Passion"": he tried to kill her, but couldn't. 6. Write a story where a character dies, but the story doesn't end. 7. Write a story that's ""Hardboiled"": she finds out her lover is a cop. 8. Write a story where a character dies and the story ends. 9. Write a story where the police catch the murderer, but the victim survives. 10. Write a story where a character dies, but the story doesn't end. 11. Write a story where a character dies, but the story ends. 12. Write a story where a character dies, but the story doesn't end. 13. Write a story where a character dies, but the story ends. 14. Write a story where a character dies, but the story ends. 15. Write a story where a character dies, but the story ends. 16. Write a story where a character dies, but the story ends. 17. Write a story where a character dies, but the story ends",0
"a man and a woman are together, but then he leaves her. Write a story about a relationship that doesn't last: a man and a woman are together, but then he leaves her. Write a story about a relationship that lasts: a man and a woman are together, and then he leaves her. Write a story about a relationship that doesn't last: a man and a woman are together, and then he leaves her. Write a story about a relationship that lasts: a man and a woman are together, and then he leaves her. Write a story about a relationship that doesn't last: a man and a woman are together, and then he leaves her. Write a story about a relationship that lasts: a man and a woman are together, and then he leaves her. Write a story about a relationship that doesn't last: a man and a woman are together, and then he leaves her. Write a story about a relationship that lasts: a man and a woman are together, and then he leaves her. Write a story about a relationship that doesn't last: a man and a woman are together, and then he leaves her. Write a story about a relationship that lasts: a man and a woman",0
"""The End"". 2) Rewrite the story to be ""Adventure"". 3) Rewrite the story to be ""Romance"". 4) Rewrite the story to be ""Comedy"". 5) Rewrite the story to be ""Fantasy"". 6) Rewrite the story to be ""Science Fiction"". 7) Rewrite the story to be ""Mystery"". 8) Rewrite the story to be ""Thriller"". 9) Rewrite the story to be ""Horror"". 10) Rewrite the story to be ""Thriller"". 1) Rewrite the story to be ""Adventure"". 2) Rewrite the story to be ""Romance"". 3) Rewrite the story to be ""Comedy"". 4) Rewrite the story to be ""Fantasy"". 5) Rewrite the story to be ""Science Fiction"". 6) Rewrite the story to be ""Mystery"". 7) Rewrite the story to be ""Thriller"". 8) Rewrite the story to be ""Horror"". 9) Rewrite the story to be ""Thr",0
